"","predict","p0","p1"
"156","0",0.849415606655251,0.150584393344749
"157","0",0.921918862930069,0.0780811370699313
"158","0",0.843048848208063,0.156951151791937
"159","1",0.531779833398506,0.468220166601494
"160","0",0.867849015852488,0.132150984147512
"161","0",0.891070884060161,0.108929115939839
"162","0",0.897189832422943,0.102810167577057
"163","1",0.623039585783565,0.376960414216435
"164","1",0.575558306310977,0.424441693689023
"165","0",0.813402898662302,0.186597101337698
"166","0",0.971225039496454,0.0287749605035459
"167","0",0.768162070426793,0.231837929573207
"168","0",0.833728681636196,0.166271318363804
"169","0",0.850800902123309,0.149199097876691
"170","1",0.724766378497556,0.275233621502444
"171","0",0.971442097060072,0.028557902939928
"172","0",0.997777572937295,0.002222427062705
"173","0",0.850800902123309,0.149199097876691
"174","1",0.130363404750993,0.869636595249007
"175","0",0.871253719656566,0.128746280343434
"176","0",0.978268848524231,0.0217311514757691
"177","0",0.734511615222141,0.265488384777859
"178","0",0.873731675593268,0.126268324406732
"179","0",0.951419472629497,0.0485805273705034
"180","0",0.850800902123309,0.149199097876691
"181","0",0.897189832422943,0.102810167577057
"182","0",0.860602443743126,0.139397556256874
"183","1",0.484523247496604,0.515476752503397
"184","0",0.921918862930069,0.0780811370699313
"185","1",0.670803513235621,0.329196486764379
"186","0",0.897477444449913,0.102522555550087
"187","0",0.913081738570258,0.0869182614297418
"188","0",0.867849015852488,0.132150984147512
"189","0",0.843048848208063,0.156951151791937
"190","0",0.897477444449913,0.102522555550087
"191","1",0.329015322842834,0.670984677157166
"192","0",0.776102851242284,0.223897148757716
"193","0",0.926330136371878,0.0736698636281217
"194","0",0.926034561076396,0.0739654389236042
"195","0",0.940741809900161,0.0592581900998393
"196","0",0.921918862930069,0.0780811370699313
"197","0",0.966531887482944,0.0334681125170561
"198","0",0.976880033788629,0.0231199662113712
"199","0",0.978126230391353,0.0218737696086468
"200","0",0.760843894026154,0.239156105973846
